customer_id,full_name,avg_spending
1355,thad gilliam,1961.0
1000,shiloh reeves,1951.0
1114,douglass blankenship,1951.0
548,dori alvarez,1950.0
825,kristel byrd,1935.0
331,aleta mack,1930.0
796,rosalie coffey,1927.0
1173,chanel may,1904.0
556,vernell goff,1903.0
708,majorie glover,1900.0
62,alica hunter,1899.0
449,josie schultz,1895.0
1232,jong guthrie,1891.0
940,marina hinton,1886.0
117,dacia william,1876.0
1107,lynda newman,1869.0
811,shanti johnston,1864.0
1363,nestor haynes,1861.0
962,maple griffin,1857.0
1407,hugh craft,1856.0
935,genevie miles,1850.0
430,kandi mcneil,1847.0
1117,jeffrey hill,1846.0
913,liliana kerr,1842.0
261,ferne kline,1837.0
638,tomeka higgins,1832.0
1299,shauna edwards,1831.0
1410,lurlene finch,1830.0
1343,jama rodriquez,1818.0
1386,cesar wilkins,1806.0
1038,garry juarez,1806.0
858,klara kim,1805.0
343,jesica fields,1800.0
1016,shenna benton,1798.0
914,hortencia o'neil,1794.0
1047,jamaal baker,1786.0
26,theo reese,1769.0
710,ezra silva,1765.0
535,inge olsen,1760.0
365,rodger rojas,1759.0
232,freddie mathis,1755.0
814,ghislaine compton,1754.0
1180,myrtle gardner,1754.0
629,evelina byrd,1754.0
1198,cheryll snyder,1746.0
1371,pandora estes,1735.0
116,merlene vinson,1721.0
254,cristobal hutchinson,1717.0
237,elvera peck,1710.0
416,luke fuller,1709.0
933,lurline rivers,1708.0
1431,mark benton,1706.0
563,rodney odom,1704.0
1212,jaqueline cummings,1698.0
834,brain skinner,1694.0
745,carolyne conley,1693.0
1194,leticia snyder,1693.0
456,serina hensley,1691.0
392,cyndi bush,1682.0
1393,vivian deleon,1681.0
678,myron johns,1674.0
816,marshall johnson,1670.0
318,eliz whitney,1662.0
590,cyndi dyer,1655.0
731,hilary savage,1653.0
1405,thanh figueroa,1650.0
591,danilo holmes,1646.0
740,gwenn melton,1645.0
485,catherine miles,1636.0
1338,inez snider,1627.0
267,angelina lloyd,1626.0
1309,kimberli cline,1620.0
371,loni duncan,1620.0
1076,sherise mercer,1620.0
419,krystin marshall,1613.0
911,nikita roy,1611.0
18,georgetta hardin,1605.0
433,holly nieves,1601.0
445,earline ballard,1600.0
1327,consuela romero,1600.0
291,boyce burks,1600.0
1109,gussie harding,1596.0
1339,neida king,1591.0
698,charleen joyner,1585.0
1243,heide reed,1582.0
264,mariela huffman,1577.0
1106,jerri henry,1577.0
1155,verdell joyner,1567.0
219,darcie morgan,1567.0
16,emmitt sanchez,1561.0
707,terese briggs,1560.0
570,marissa summers,1557.0
621,basil ballard,1554.0
71,takako casey,1551.0
841,manie maxwell,1546.0
317,christia wilkins,1544.0
1256,nubia anderson,1539.0
369,mary singleton,1536.0
1434,elana miles,1531.0
763,han schneider,1525.0
876,onita macdonald,1525.0
523,joshua robertson,1520.0
483,gayla sims,1519.0
927,guillermo hart,1516.0
589,jeffry church,1513.0
1305,dalia carson,1509.0
635,myrtie james,1503.0
942,davis long,1500.0
516,rosa kinney,1500.0
1389,ulrike chan,1499.0
494,pearl fox,1495.0
424,charleen hurst,1490.0
835,roseanne maynard,1485.0
191,graciela barber,1479.0
211,gilma dejesus,1472.0
290,barry buckner,1468.0
930,delana wagner,1464.0
438,katharine herrera,1456.0
487,grace madden,1450.0
1222,geraldine o'donnell,1441.0
253,maurice norton,1440.0
699,zella fernandez,1423.0
596,emelda dickerson,1422.0
980,carter booth,1417.0
1420,kelsey noble,1408.0
101,nichelle howell,1406.0
674,ira moore,1403.0
1444,ivette estes,1400.0
822,kristy watkins,1396.0
158,alane kennedy,1395.0
476,christopher richardson,1395.0
968,jonna brown,1395.0
1383,desire mcgowan,1392.0
720,devin shaffer,1390.0
1253,susannah fields,1390.0
465,birdie kramer,1383.0
7,latasha hays,1378.0
397,jeannie wilcox,1378.0
1204,leslie higgins,1372.0
387,kaila walters,1368.0
1017,philip bryan,1368.0
881,chloe patel,1367.0
634,taylor cole,1365.0
1356,inger jennings,1360.0
647,janelle maldonado,1354.0
843,tessie farmer,1352.0
175,nova hess,1350.0
741,laci castro,1350.0
874,mila good,1345.0
414,romaine haley,1337.0
399,bart hess,1332.0
921,evelin vargas,1329.0
868,domingo casey,1311.0
750,romaine salazar,1308.0
458,everett vega,1305.0
44,onita johns,1303.0
915,beryl bennett,1301.0
1345,arie hunter,1288.0
1293,sally kinney,1286.0
949,venessa frost,1279.0
511,julienne moody,1278.0
879,ethelyn ray,1277.0
664,augustus schmidt,1273.0
630,zulema browning,1266.0
928,joann barber,1265.0
148,julee woodard,1261.0
769,agatha melton,1259.0
1053,parthenia figueroa,1258.0
1143,sommer hopkins,1256.0
183,jeniffer ratliff,1255.0
623,cayla johnson,1254.0
311,charise burt,1251.0
1110,shirely cantrell,1250.0
405,greta page,1246.0
1294,edith davenport,1244.0
1361,destiny goodman,1240.0
305,hope cotton,1239.0
1412,adrien hunter,1235.0
1186,kiesha bond,1229.0
573,rubye mccall,1229.0
812,martha burgess,1228.0
902,elease dejesus,1217.0
1170,mechelle chan,1210.0
1013,alma peck,1209.0
294,clementina sargent,1208.0
504,tiana henderson,1201.0
341,delana scott,1200.0
1387,phylicia stout,1200.0
522,tammera fischer,1197.0
974,marcell barrett,1197.0
784,debbra jacobson,1194.0
791,yun nelson,1190.0
772,latricia lindsey,1175.0
283,jaimee day,1173.0
321,chere hardin,1165.0
164,tomika larson,1140.0
398,suellen mercado,1140.0
992,chere alston,1140.0
406,kerrie o'neill,1140.0
475,alec peck,1140.0
9,genoveva baldwin,1134.0
81,zina bonner,1133.0
209,jutta everett,1128.0
23,kaylee english,1116.0
1241,nathaniel davidson,1116.0
1073,leeanne cross,1116.0
244,jessika bray,1113.0
1035,tangela hurley,1104.0
248,cecelia gill,1102.0
1292,lakenya oliver,1099.0
265,mellisa farley,1096.0
656,romana barnes,1095.0
88,titus bullock,1092.0
947,angele castro,1083.0
121,lucy woods,1080.0
1061,alanna barry,1077.0
1074,lanelle guerra,1072.0
978,diana reyes,1065.0
652,tilda melton,1064.0
956,venus hewitt,1061.0
1064,patsy russo,1060.0
188,sharla flynn,1057.0
1116,patria harper,1056.0
1318,tisha petty,1053.0
588,cherelle key,1053.0
477,arminda weber,1045.0
1044,zenia bruce,1042.0
1011,sebrina gross,1042.0
869,rodrigo durham,1037.0
849,phyllis hill,1034.0
286,virgil frost,1027.0
300,rayford simon,1024.0
981,christel cardenas,1023.0
753,mandi gibbs,1023.0
1099,jewell reyes,1020.0
695,christoper gould,1007.0
719,nicki fry,1007.0
284,susann bass,1002.0
1139,gabriella jones,999.0
1377,johana jacobson,997.0
851,arlena buckner,993.0
617,jenna saunders,993.0
1221,joy underwood,990.0
1364,grisel maynard,990.0
766,lecia hancock,990.0
852,lezlie thompson,990.0
1366,trena rogers,990.0
830,edmund gaines,990.0
704,morton barron,988.0
468,jeanett herman,963.0
55,diana guerra,960.0
585,chasidy webster,960.0
733,doreatha ford,960.0
1288,allie conley,960.0
743,tania swanson,955.0
561,kandace hughes,954.0
325,berna moore,950.0
373,mariette trevino,950.0
889,lucilla williams,949.0
572,wm pope,931.0
785,kandis mills,930.0
1025,daphine willis,928.0
926,katina mcintosh,926.0
1255,ben stone,923.0
193,ayanna rhodes,915.0
957,stephen vega,912.0
775,kermit hyde,908.0
1008,berneice pollard,893.0
1098,treasa dickerson,890.0
381,kristen alvarez,888.0
683,amparo burks,880.0
271,katheleen marks,880.0
389,leif short,878.0
422,valery saunders,872.0
382,collin webster,861.0
1325,magdalena sherman,854.0
659,antonetta rocha,853.0
792,edgar horn,848.0
829,marcy rodriguez,846.0
528,angele schroeder,846.0
884,willian hardin,846.0
633,kiara deleon,845.0
47,bridgette guerra,840.0
604,kylee dickson,838.0
847,lizette ellison,837.0
1094,keitha black,825.0
229,molly langley,815.0
1168,almeta benjamin,800.0
49,caroll hays,800.0
602,delaine estes,800.0
729,hue dalton,800.0
1402,sandee alvarado,800.0
1157,anton barton,798.0
1337,bernetta summers,774.0
642,yang roth,772.0
1079,cindi ellis,759.0
377,klara mosley,756.0
336,trisha johnson,755.0
1092,lavinia cotton,754.0
154,jenise preston,752.0
368,alysha powers,752.0
166,lena mills,752.0
409,jerome bolton,729.0
846,sylvester chan,729.0
697,alane mccarty,729.0
114,thalia horne,728.0
137,shonta mercer,724.0
249,magda eaton,724.0
455,sherita cherry,720.0
1077,heather perry,718.0
501,tony hicks,712.0
901,lonna franks,712.0
1277,piedad irwin,707.0
1036,randee lester,701.0
187,hedwig paul,697.0
508,vance taylor,697.0
842,giselle robles,692.0
67,tommie melton,689.0
17,caren stephens,689.0
924,lea irwin,683.0
943,lynn mcmahon,683.0
228,whitney estes,675.0
1428,carola johns,675.0
654,eun harris,661.0
891,ashlie parrish,656.0
655,marylyn browning,655.0
551,jenine crane,643.0
821,cassidy clark,634.0
302,hayden cross,632.0
1270,ciera webb,630.0
1369,starr schneider,620.0
285,leola gould,614.0
897,bettyann acosta,612.0
233,mariana strong,608.0
1239,tara maynard,602.0
423,johna powers,600.0
418,georgeanna webster,594.0
671,jennette baker,584.0
493,lise alvarado,577.0
1357,karren lamb,570.0
471,burma summers,570.0
918,kristel bullock,558.0
658,nicki larson,558.0
549,elmo arnold,558.0
1417,jasper castro,558.0
1320,obdulia barber,544.0
786,wallace lane,540.0
56,lolita mosley,532.0
1176,sheree blanchard,532.0
532,mia delgado,528.0
120,luz house,527.0
1207,jenell crosby,524.0
370,jina cooper,522.0
404,augustus steele,520.0
92,tena cruz,513.0
1228,zulema clemons,513.0
1146,charlsie carson,513.0
622,gabriel pitts,513.0
676,gayle wilkinson,513.0
448,janella bright,513.0
684,jenny bell,511.0
1289,shanelle anderson,507.0
613,margene eaton,502.0
304,jayme zamora,502.0
1297,vanessa west,502.0
608,taisha vang,502.0
346,jacalyn barnett,502.0
964,brent calderon,502.0
1130,benny bender,502.0
996,serafina clemons,495.0
1286,dione pratt,495.0
1050,rozella fitzgerald,481.0
721,erlinda osborne,480.0
925,bryce monroe,475.0
1065,desiree branch,467.0
378,rosalba o'neal,465.0
454,terese palmer,465.0
767,twana arnold,465.0
513,whitney cash,459.0
860,loni mullen,452.0
1022,hye mercer,441.0
258,maribel william,437.0
558,carroll kelly,432.0
1095,corene swanson,427.0
130,wes stanton,424.0
592,joni lee,423.0
804,douglas richards,418.0
857,inga koch,418.0
388,aleta stone,418.0
11,deshawn mendoza,405.0
703,diana cobb,399.0
725,carola mcpherson,396.0
969,jennell solis,392.0
200,ashely holmes,392.0
34,brittney woodward,388.0
746,eldridge greer,386.0
586,ulysses gaines,386.0
685,laverne craft,386.0
457,jeni farley,378.0
601,leland mcdowell,378.0
452,cassandra nichols,378.0
993,giovanna jefferson,378.0
446,nathanael bradley,378.0
141,ramiro byers,377.0
693,merlin foreman,376.0
827,george pickett,376.0
451,jennette wooten,359.0
557,erlene cook,359.0
1427,mikel wilkerson,352.0
805,phillis fowler,336.0
776,angelique merrill,334.0
1317,glady wells,325.0
97,louanne martin,323.0
78,chi goff,316.0
1009,deangelo cooley,315.0
482,narcisa knapp,280.0
1283,mica barry,280.0
1004,jerald blackwell,279.0
875,tanesha sawyer,270.0
1336,joe melton,270.0
342,cassondra pruitt,270.0
391,vernita ball,270.0
539,jamika acevedo,270.0
144,hans price,256.0
401,shaunda barnett,256.0
714,senaida thompson,256.0
8,jacquline duncan,251.0
442,alane munoz,243.0
514,clarita curry,243.0
677,launa hull,243.0
363,kaci gallegos,243.0
1340,tona velasquez,243.0
788,lilliam nolan,243.0
1166,junita reese,243.0
1142,britteny schroeder,232.0
347,kanesha hudson,226.0
32,araceli golden,216.0
593,antony atkinson,209.0
221,clementine mooney,200.0
1414,sonja walls,177.0
1111,caroline jenkins,171.0
177,carissa foreman,171.0
752,lloyd miranda,171.0
718,luciana mcgee,168.0
850,stephanie browning,104.0
